,Unnamed: 0,property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,date_added,agency,agent,Area_in_Marla
113189,122625,Upper Portion,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.482319,73.095295,3,For Rent,2,2019-07-02,Ask Real Estat & Builders,Siraj Ahmed,10.0
113190,122626,Lower Portion,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,4,For Rent,4,2019-07-02,Eiffel Estate,Umar Jamil,8.0
113191,122627,Upper Portion,30000,Media Town,Rawalpindi,Punjab,33.560887,73.125937,0,For Rent,3,2019-07-02,Samar Enterprises,"Haq Nawaz, Ch Anwar",12.0
113366,122834,House,75000000,Ayub National Park,Rawalpindi,Punjab,33.567073,73.08319300000001,8,For Sale,6,2019-07-02,Ayesha Corporation,MAJ RETD ALTAF HUSSAIN,32.0
113367,122836,House,12000000,Chaklala Scheme,Rawalpindi,Punjab,33.656924,73.143826,0,For Sale,4,2019-07-02,Tayyab Real Estate Sardar & Co,Jamil,5.0
113368,122837,House,20000000,Chaklala Scheme,Rawalpindi,Punjab,33.656924,73.143826,0,For Sale,7,2019-07-02,Tayyab Real Estate Sardar & Co,Jamil,10.0
113369,122838,House,21000000,Khayaban-e-Tanveer,Rawalpindi,Punjab,33.584546,73.09964699999999,0,For Sale,5,2019-07-02,Tayyab Real Estate Sardar & Co,Jamil,10.0
113370,122839,House,6500000,Mumtaz Colony,Rawalpindi,Punjab,33.560583,73.058993,0,For Sale,0,2019-07-02,Tayyab Real Estate Sardar & Co,Jamil,5.0
113371,122840,Flat,5500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,0,For Sale,2,2019-07-02,Tayyab Real Estate Sardar & Co,Sardar Atif,2.9
113372,122841,House,8000000,Mumtaz Colony,Rawalpindi,Punjab,33.560583,73.058993,0,For Sale,4,2019-07-02,Tayyab Real Estate Sardar & Co,Jamil,5.0
113373,122842,House,12500000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Raza Associates,Asad Raza Sheikh,4.0
113374,122843,House,6200000,Muslim Town,Rawalpindi,Punjab,33.628609999999995,73.092252,0,For Sale,0,2019-07-02,Raza Associates,Asad Raza Sheikh,2.0
113375,122844,House,8500000,Sangar Town,Rawalpindi,Punjab,33.612671,73.119396,0,For Sale,0,2019-07-02,Raza Associates,Asad Raza Sheikh,5.0
113376,122863,Flat,3700000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,2,For Sale,2,2019-07-02,Naseem Estate & Builders,Raja Mazhar Abbas,3.6
113377,122864,House,11000000,Bilal Colony,Rawalpindi,Punjab,33.646551,73.086988,0,For Sale,2,2019-07-02,Minhas Property Dealer & Advisors,"Muhammad Riaz Minhas, Ghatrif Riyaz Minhas",5.0
113378,122865,House,12000000,Bilal Colony,Rawalpindi,Punjab,33.646551,73.086988,0,For Sale,2,2019-07-02,Minhas Property Dealer & Advisors,"Muhammad Riaz Minhas, Ghatrif Riyaz Minhas",5.0
113379,122866,House,20000000,Shams Abad,Rawalpindi,Punjab,33.651485,73.08069,0,For Sale,0,2019-07-02,Minhas Property Dealer & Advisors,"Muhammad Riaz Minhas, Ghatrif Riyaz Minhas",10.0
113380,122867,House,15000000,Shams Abad,Rawalpindi,Punjab,33.651485,73.08069,0,For Sale,0,2019-07-02,Minhas Property Dealer & Advisors,"Muhammad Riaz Minhas, Ghatrif Riyaz Minhas",5.0
113381,122868,House,6500000,Dhok Kala Khan,Rawalpindi,Punjab,33.653209000000004,73.089802,0,For Sale,0,2019-07-02,Minhas Property Dealer & Advisors,"Muhammad Riaz Minhas, Ghatrif Riyaz Minhas",5.0
